ACTION_1_PREDICTION,ACTION_0_PREDICTION,ACTION_PREDICTION,THRESHOLD,POSITIVE_CLASS,ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
0.9826347232,0.0173652768,1,0.5,1,1,74686,2062,117961,118327,119830,118685,131444,308574,118687
0.9925554395,0.0074445605,1,0.5,1,1,692,770,117961,118300,119181,128230,302830,4673,128231
0.9955766201,0.0044233799,1,0.5,1,1,42085,16967,117961,118300,125872,120344,267223,118424,120346
0.9820671082,0.0179328918,1,0.5,1,1,37942,49735,117935,117936,117878,117885,117937,117887,117888
0.9891106486,0.0108893514,1,0.5,1,1,18418,5101,117961,118300,127849,118826,236735,118424,118828
0.9990028739,0.0009971261,1,0.5,1,1,1151,125466,117902,117903,120171,122989,154602,119006,122991
0.9736821055,0.0263178945,1,0.5,1,1,73454,34611,117961,118327,118320,118784,121873,290919,118786
0.9731739759,0.0268260241,1,0.5,1,1,32642,15961,119280,119281,118623,126684,122534,292795,126685
0.9920927882,0.0079072118,1,0.5,1,1,79955,6235,117961,118343,118437,119949,127527,290919,119951
0.9924550056,0.0075449944,1,0.5,1,1,34954,13671,117961,118327,118744,118685,126297,308574,118687
0.9940857887,0.0059142113,1,0.5,1,1,79121,13864,117961,118446,123858,119849,244844,118638,119851
0.9795681238,0.0204318762,1,0.5,1,1,17278,6267,120864,121013,124266,120344,288609,118424,120346
0.9700580239,0.0299419761,1,0.5,1,1,30583,15541,118573,118574,118556,280788,162667,292795,119082
0.985434413,0.014565587,1,0.5,1,1,23960,3281,117961,118225,119238,122849,120324,119095,122850
0.9374178052,0.0625821948,1,0.5,1,1,41870,59748,117961,118386,120361,118321,240983,290919,118322
0.9857999086,0.0142000914,1,0.5,1,1,16524,4013,117961,118300,118514,117905,117906,290919,117908
0.9882438183,0.0117561817,1,0.5,1,1,34576,4370,117961,118343,118514,118784,165715,290919,118786
0.9956125021,0.0043874979,1,0.5,1,1,16033,2679,122880,122974,117945,280788,280788,292795,119082
0.8526855707,0.1473144293,1,0.5,1,1,15714,46647,117961,119256,119257,280788,280788,292795,119082
0.9859007001,0.0140992999,1,0.5,1,1,35055,7265,117961,118343,119598,120773,123107,118960,120774
0.9794635773,0.0205364227,1,0.5,1,1,34832,2074,118441,118442,118378,118054,122554,117887,118055
0.8906716108,0.1093283892,1,0.5,1,1,39332,7069,117961,118386,123844,118321,117906,290919,118322
0.9937752485,0.0062247515,1,0.5,1,1,105479,669,117961,118343,118437,117905,117906,290919,117908
0.9978629947,0.0021370053,1,0.5,1,1,74421,3954,117961,118343,120291,118422,300136,118424,118425
0.9910513163,0.0089486837,1,0.5,1,1,32270,18454,117961,118343,119598,125171,257115,118424,125173
0.9927690029,0.0072309971,1,0.5,1,1,80779,4272,117961,118343,120666,123045,123107,120518,123047
0.9986011386,0.0013988614,1,0.5,1,1,4675,19623,117961,118225,118403,117905,117906,290919,117908
0.9879575372,0.0120424628,1,0.5,1,1,19989,3332,117961,118343,121747,118784,130735,290919,118786
0.9861549735,0.0138450265,1,0.5,1,1,34982,5409,117961,118343,119993,118321,240983,290919,118322
0.9793251157,0.0206748843,1,0.5,1,1,23127,7586,117961,118225,118403,117905,117906,290919,117908
0.8492023945,0.1507976055,1,0.5,1,0,34817,70243,117961,118327,118492,118451,125738,118453,118454
0.991908133,0.008091867,1,0.5,1,1,3853,4449,117961,118300,118825,118054,118054,117887,118055
0.994867444,0.005132556,1,0.5,1,1,6725,6834,117961,117969,6725,126264,251179,6725,126266
0.9805876613,0.0194123387,1,0.5,1,1,18404,5659,117961,118300,124725,118321,240983,290919,118322
0.9964392781,0.0035607219,1,0.5,1,1,5906,5909,117961,118446,16232,126184,128532,118762,126186
0.971067369,0.028932631,1,0.5,1,1,79141,15746,117961,118052,119742,118321,118448,290919,118322
0.9862036705,0.0137963295,1,0.5,1,1,39333,58719,117961,118386,119954,118054,123286,117887,118055
0.9444541931,0.0555458069,1,0.5,1,1,43451,3800,117961,118225,118403,118321,117906,290919,118322
0.9888195395,0.0111804605,1,0.5,1,1,312122,3869,117961,118225,129617,118747,236002,118453,118749
0.9928721786,0.0071278214,1,0.5,1,1,18418,120340,120342,120343,119076,118834,124426,118424,118836
0.9575850964,0.0424149036,1,0.5,1,1,37651,2873,118219,118220,118344,117885,170963,117887,117888
0.996578753,0.003421247,1,0.5,1,1,97516,6454,117961,118343,118856,117905,117906,290919,117908
0.9761233926,0.0238766074,1,0.5,1,1,45856,7822,117961,118327,118492,132692,226262,270488,132694
0.9826148152,0.0173851848,1,0.5,1,1,42093,51311,117961,118343,121747,119928,136239,118331,119929
0.9973031282,0.0026968718,1,0.5,1,1,3853,866,117961,118413,120526,120690,136365,290919,120692
0.9960594177,0.0039405823,1,0.5,1,1,76299,56767,117916,117917,117884,117885,117913,117887,117888
0.9964062572,0.0035937428,1,0.5,1,1,103515,6982,117961,118300,118783,117905,117906,290919,117908
0.9911221266,0.0088778734,1,0.5,1,1,20273,334,118216,118217,117884,117885,117913,117887,117888
0.9929893017,0.0070106983,1,0.5,1,1,35376,215806,118315,118316,123656,118321,211648,290919,118322
0.9832918048,0.0167081952,1,0.5,1,1,43027,74967,117961,117962,117904,120773,127525,118960,120774
0.9508705735,0.0491294265,1,0.5,1,1,34714,2017,117961,118327,121645,118054,159996,117887,118055
0.9872117639,0.0127882361,1,0.5,1,1,20755,7021,117961,118300,118783,118784,287626,290919,118786
0.9964750409,0.0035249591,1,0.5,1,1,74432,7459,5110,117954,122672,125751,135104,118870,125753
0.9691289663,0.0308710337,1,0.5,1,1,25734,3736,117961,118300,120059,118054,118054,117887,118055
0.9980104566,0.0019895434,1,0.5,1,1,35533,7530,117961,118343,118514,132671,132672,290919,132673
0.9972863197,0.0027136803,1,0.5,1,1,27122,5568,121785,121786,118492,118747,130707,118453,118749
0.9855744839,0.0144255161,1,0.5,1,1,42093,17253,117961,118052,120398,120344,310997,118424,120346
0.9963763356,0.0036236644,1,0.5,1,1,26808,1043,120140,120141,121589,124886,306399,118643,124888
0.958475709,0.041524291,1,0.5,1,1,85732,3788,117961,118343,120722,118784,117906,290919,118786
0.9780867696,0.0219132304,1,0.5,1,1,27124,14789,117961,118327,127470,118321,117906,290919,118322
0.9945934415,0.0054065585,1,0.5,1,1,75901,4936,117961,118343,118292,120497,133686,118424,120499
0.9656981826,0.0343018174,1,0.5,1,1,27082,4932,117961,118225,119824,123737,147851,118960,123738
0.9543373585,0.0456626415,1,0.5,1,1,19764,7553,117961,118225,118403,118321,117906,290919,118322
0.9987729192,0.0012270808,1,0.5,1,1,117309,8368,91261,118026,118202,117905,117906,290919,117908
0.9960637689,0.0039362311,1,0.5,1,1,5893,3667,118000,118001,117878,118054,311261,117887,118055
0.963732183,0.036267817,1,0.5,1,1,1020,7492,117961,118225,118673,118674,311392,19793,118676
0.9942645431,0.0057354569,1,0.5,1,1,37362,100,120140,120141,142145,117905,156948,290919,117908
0.971138835,0.028861165,1,0.5,1,1,81317,23344,117961,118052,119742,120690,127922,290919,120692
0.9971195459,0.0028804541,1,0.5,1,1,78403,46254,117961,118327,126310,118641,123881,118643,118644
0.9923650622,0.0076349378,1,0.5,1,1,41569,5238,119596,119597,118053,118207,174445,270488,118209
0.9835909009,0.0164090991,1,0.5,1,1,33149,125466,117902,117903,120171,118863,152641,118398,118865
0.9472263455,0.0527736545,1,0.5,1,1,44439,4589,117961,118327,120383,118784,200462,290919,118786
0.9704041481,0.0295958519,1,0.5,1,1,80251,2594,117961,118300,123472,118259,118260,290919,118261
0.8396735191,0.1603264809,1,0.5,1,0,17308,3618,117961,118300,118631,118054,118054,117887,118055
0.9982749224,0.0017250776,1,0.5,1,1,78399,85475,117961,118300,120410,118784,117906,290919,118786
0.9782280922,0.0217719078,1,0.5,1,1,75834,25607,117961,118343,118856,118321,117906,290919,118322
0.9884986281,0.0115013719,1,0.5,1,1,43027,74967,117961,117962,117904,118368,118368,117887,118486
0.9961961508,0.0038038492,1,0.5,1,1,32270,59267,117961,117962,120924,120418,301534,249618,120419
0.4313097,0.5686903,0,0.5,1,0,20364,4713,117961,118052,120398,122067,164160,118424,122069
0.9515840411,0.0484159589,1,0.5,1,1,6977,1397,117961,118300,120722,118784,117906,290919,118786
0.929058969,0.070941031,1,0.5,1,1,44781,58910,117902,118041,117945,259173,197337,292795,118943
0.9952200055,0.0047799945,1,0.5,1,1,79092,6021,117961,118413,122007,124886,190212,118643,124888
0.9890075922,0.0109924078,1,0.5,1,1,79602,3152,117961,118386,123072,119351,257510,3130,119353
0.8825832009,0.1174167991,1,0.5,1,0,18072,32732,118573,118574,117945,117946,144259,292795,117948
0.9846299291,0.0153700709,1,0.5,1,1,838,8563,117961,118300,118783,118321,117906,290919,118322
0.9846940041,0.0153059959,1,0.5,1,1,24014,111936,117961,118300,118783,117905,240983,290919,117908
0.9863542914,0.0136457086,1,0.5,1,1,25570,1840,117961,118343,118514,117905,117906,290919,117908
0.9979859591,0.0020140409,1,0.5,1,1,25281,12394,119134,119135,125821,118422,300136,118424,118425
0.949662149,0.050337851,1,0.5,1,1,37793,54321,117890,117891,117878,117899,117879,19721,117900
0.9970775843,0.0029224157,1,0.5,1,1,40919,108164,118315,118463,118464,123651,162182,118467,123652
0.9969409108,0.0030590892,1,0.5,1,1,74735,50222,118079,118080,117878,117879,304519,19721,117880
0.7477670908,0.2522329092,1,0.5,1,1,20897,29575,117961,117969,120574,117985,249859,19793,117987
0.9794574976,0.0205425024,1,0.5,1,1,19650,19655,117961,117969,121617,124799,251162,121620,124801
0.9716842175,0.0283157825,1,0.5,1,1,32270,5396,117961,118343,120270,120773,118959,118960,120774
0.7060889006,0.2939110994,1,0.5,1,0,75834,45963,117961,118386,118896,122645,309858,119221,122647
0.8650126457,0.1349873543,1,0.5,1,1,38644,16756,119062,130600,139677,117905,117906,290919,117908
0.9849976301,0.0150023699,1,0.5,1,1,40609,2291,117961,118225,120663,122297,120664,118331,118899
0.9638661146,0.0361338854,1,0.5,1,1,29304,62490,117975,117976,117920,120132,197098,120134,120135
0.9971950054,0.0028049946,1,0.5,1,1,43546,93627,91261,118026,119507,117905,117906,290919,117908
0.4980167449,0.5019832551,0,0.5,1,0,77300,20533,118169,118170,117945,117946,125711,292795,117948
0.9945665598,0.0054334402,1,0.5,1,1,3853,15646,117961,118343,119796,307024,123495,118331,118332
0.9839443564,0.0160556436,1,0.5,1,1,38725,14302,117916,117917,118599,179731,131017,117887,117973
0.9968206882,0.0031793118,1,0.5,1,1,25738,16973,117961,118300,124942,117905,117906,290919,117908
0.9968966246,0.0031033754,1,0.5,1,1,20351,5490,117961,117962,5488,118054,145418,117887,118055
0.996841073,0.003158927,1,0.5,1,1,6977,91868,117961,118343,123454,118321,117906,290919,118322
0.9985559583,0.0014440417,1,0.5,1,1,15728,770,117961,118300,119181,128230,302830,4673,128231
0.9988019466,0.0011980534,1,0.5,1,1,1020,19270,117902,117903,118700,117905,118036,290919,117908
0.7655489445,0.2344510555,1,0.5,1,1,41942,239,117961,118225,118403,117905,240983,290919,117908
0.8729107976,0.1270892024,1,0.5,1,1,78970,1911,117943,117944,118042,118043,118043,270488,118046
0.9741487503,0.0258512497,1,0.5,1,1,41971,50781,91261,118026,139759,118321,117906,290919,118322
0.9847049713,0.0152950287,1,0.5,1,1,25279,2395,117961,118300,123055,118054,118054,117887,118055
0.9803704023,0.0196295977,1,0.5,1,1,13878,13047,118095,118096,118008,118568,118568,19721,118570
0.980792582,0.019207418,1,0.5,1,1,36050,70066,91261,118026,118867,118321,117906,290919,118322
0.9607964158,0.0392035842,1,0.5,1,1,40963,2518,117961,118300,19772,118777,164026,308574,118779
0.9976881742,0.0023118258,1,0.5,1,1,96471,79114,117961,118225,124449,119849,310589,118638,119851
0.9579433203,0.0420566797,1,0.5,1,1,40853,7520,117961,118343,124725,118784,117906,290919,118786
0.9190672636,0.0809327364,1,0.5,1,1,34026,18220,117961,118052,118867,118321,117906,290919,118322
0.9872768521,0.0127231479,1,0.5,1,1,79121,48956,117961,118052,120356,118054,118054,117887,118055
0.9958494902,0.0041505098,1,0.5,1,1,79092,17227,117961,118343,118979,120006,255097,118424,120008
0.9866918921,0.0133081079,1,0.5,1,1,35952,59267,117961,117962,120924,307024,294485,118331,118332
0.9074445367,0.0925554633,1,0.5,1,1,27755,17033,118095,118096,117920,117899,117899,19721,117900
0.9963735938,0.0036264062,1,0.5,1,1,74883,3509,118752,119070,118042,118563,194960,270488,118565
0.9989206791,0.0010793209,1,0.5,1,1,4675,49772,91261,118026,118746,118747,126309,118453,118749
0.996366024,0.003633976,1,0.5,1,1,25743,46254,117961,118327,126310,118641,306399,118643,118644
0.9810171723,0.0189828277,1,0.5,1,1,19650,94844,117961,117969,121617,124799,124800,121620,124801
0.985232234,0.014767766,1,0.5,1,1,35068,53230,117876,117877,117878,118568,292195,19721,118570
0.9979438186,0.0020561814,1,0.5,1,1,27348,5114,117961,118300,119890,118422,300136,118424,118425
0.9839058518,0.0160941482,1,0.5,1,1,75901,5701,117961,118052,118821,118207,174445,270488,118209
0.9816910625,0.0183089375,1,0.5,1,1,23096,17414,118752,119070,118042,118043,151099,270488,118046
0.9847855568,0.0152144432,1,0.5,1,1,43876,82465,118079,118080,117878,117879,117913,19721,117880
0.7991883159,0.2008116841,1,0.5,1,1,20364,15390,117961,118300,118301,120344,311360,118424,120346
0.9783675075,0.0216324925,1,0.5,1,1,45862,60085,117932,117933,117878,117879,117879,19721,117880
0.915997982,0.084002018,1,0.5,1,1,58430,6982,117961,118300,118783,118321,117906,290919,118322
0.8696926236,0.1303073764,1,0.5,1,1,25364,52925,117980,117981,117920,117879,117886,19721,117880
0.9852128029,0.0147871971,1,0.5,1,1,79092,4831,117961,118052,118706,119928,161806,118331,119929
0.9941114783,0.0058885217,1,0.5,1,1,79092,5518,117961,118300,118514,118259,132715,290919,118261
0.9961400628,0.0038599372,1,0.5,1,1,42985,49850,117961,118413,122007,132671,118260,290919,132673
0.9994412065,0.0005587935,1,0.5,1,1,1020,888,117902,117903,7646,118451,302623,118453,118454
0.9770345688,0.0229654312,1,0.5,1,1,1020,25276,117961,118343,121747,118321,117906,290919,118322
0.9475722313,0.0524277687,1,0.5,1,1,73484,9959,118742,118743,117920,118568,175972,19721,118570
0.9872680306,0.0127319694,1,0.5,1,1,16172,19623,117961,118225,118403,117905,117906,290919,117908
0.5526376963,0.4473623037,1,0.5,1,0,39883,15889,117961,118052,120417,119587,127457,118704,119589
0.9970436692,0.0029563308,1,0.5,1,1,23965,49425,117961,118343,119598,118422,300136,118424,118425
0.9750487804,0.0249512196,1,0.5,1,1,25993,4998,117961,118343,119598,118728,123163,118295,118730
0.2771816552,0.7228183448,0,0.5,1,0,7543,19832,117961,118386,123757,118321,117906,290919,118322
0.9886891246,0.0113108754,1,0.5,1,1,80742,4729,117961,118300,125821,118980,301534,118295,118982
0.9865453839,0.0134546161,1,0.5,1,1,73756,17414,118752,119070,118042,118563,118563,270488,118565
0.9753552079,0.0246447921,1,0.5,1,1,80190,1409,117961,118300,118437,118321,117906,290919,118322
0.953969121,0.046030879,1,0.5,1,1,42508,23200,117961,118343,123125,118777,279443,308574,118779
0.9698862433,0.0301137567,1,0.5,1,1,17849,46832,117989,117990,118810,118811,119759,19793,118813
0.9986968637,0.0013031363,1,0.5,1,1,15698,5490,117961,117962,5488,120618,304465,118643,120619
0.9744027853,0.0255972147,1,0.5,1,1,37008,44062,117961,117962,118910,118321,117906,290919,118322
0.9924854636,0.0075145364,1,0.5,1,1,41116,5177,117961,118386,125016,120357,126416,118424,120359
0.9966806769,0.0033193231,1,0.5,1,1,34817,49714,121785,121786,118492,118747,130707,118453,118749
0.9888528585,0.0111471415,1,0.5,1,1,23990,17270,117961,118300,125872,118826,236735,118424,118828
0.9740527868,0.0259472132,1,0.5,1,1,34983,5249,117961,118386,123144,118396,269406,118398,118399
0.9004660249,0.0995339751,1,0.5,1,1,94172,30,117961,118413,120370,118321,117906,290919,118322
0.93641752,0.06358248,1,0.5,1,1,41758,13849,118315,118316,118317,307024,310608,118331,118332
0.9843552113,0.0156447887,1,0.5,1,1,113724,7252,117961,117962,118352,117905,117906,290919,117908
0.9751812816,0.0248187184,1,0.5,1,1,16524,4567,117961,118300,118514,118278,118260,290919,118279
0.9757782817,0.0242217183,1,0.5,1,1,391,65488,117926,117927,117941,117885,117913,117887,117888
0.9976714253,0.0023285747,1,0.5,1,1,33149,133801,119062,119091,118535,118451,130134,118453,118454
0.9882666469,0.0117333531,1,0.5,1,1,74031,1954,117961,117962,118501,118502,130777,118504,118505
0.9852656722,0.0147343278,1,0.5,1,1,33642,19858,117929,117940,117941,118568,140630,19721,118570
0.9613698721,0.0386301279,1,0.5,1,1,37942,14890,117935,117936,117878,117879,117879,19721,117880
0.9658614397,0.0341385603,1,0.5,1,1,76620,2942,117961,118343,118700,117905,240983,290919,117908
0.9928236008,0.0071763992,1,0.5,1,1,16070,770,117961,118300,119181,118451,130134,118453,118454
0.9824329615,0.0175670385,1,0.5,1,1,79341,994,117961,118300,120312,120516,123107,120518,120519
0.9853261709,0.0146738291,1,0.5,1,1,45610,21951,118006,118007,117941,118568,292195,19721,118570
0.9983994365,0.0016005635,1,0.5,1,1,6720,111936,117961,118300,118783,117905,117906,290919,117908
0.9929257631,0.0070742369,1,0.5,1,1,27356,18213,117961,118386,125016,118451,126309,118453,118454
0.9883184433,0.0116815567,1,0.5,1,1,43727,37608,119134,119135,119136,119137,254340,118474,119139
0.9953637123,0.0046362877,1,0.5,1,1,1020,7079,117961,118343,118514,118054,124356,117887,118055
0.9781393409,0.0218606591,1,0.5,1,1,31613,210,117961,118386,118746,117905,117906,290919,117908
0.9181458354,0.0818541646,1,0.5,1,1,89716,56602,118079,118080,117878,130637,302452,119695,130638
0.9984803796,0.0015196204,1,0.5,1,1,35708,745,117961,118300,120722,118451,142600,118453,118454
0.9961583018,0.0038416982,1,0.5,1,1,3853,17264,117961,118300,118825,118459,251992,249618,118461
0.9951425791,0.0048574209,1,0.5,1,1,39883,123313,118290,118291,118171,118172,118173,249618,118175
0.9947916865,0.0052083135,1,0.5,1,1,94179,55941,117961,118327,122109,117905,117906,290919,117908
0.973833859,0.026166141,1,0.5,1,1,39608,25618,117961,118225,118320,120690,120691,290919,120692
0.9857083559,0.0142916441,1,0.5,1,1,1287,2014,117961,117962,117904,118958,127525,118960,118961
0.9615827799,0.0384172201,1,0.5,1,1,42488,3800,117961,118225,118403,118321,117906,290919,118322
0.9976714253,0.0023285747,1,0.5,1,1,6215,6217,117961,118327,118328,119172,184011,118467,119174
0.9951421022,0.0048578978,1,0.5,1,1,35279,98693,117961,118327,120685,120690,127922,290919,120692
0.992718935,0.007281065,1,0.5,1,1,32270,4871,117961,118300,125872,120006,159698,118424,120008
0.988602221,0.011397779,1,0.5,1,1,75901,4026,117961,118300,118301,120497,149226,118424,120499
0.930986166,0.069013834,1,0.5,1,1,43876,65460,118079,118080,117878,117885,118177,117887,117888
0.988573432,0.011426568,1,0.5,1,1,44914,782,117961,118413,127522,118784,240983,290919,118786
0.9960458875,0.0039541125,1,0.5,1,1,34628,46254,117961,118327,126310,118641,306399,118643,118644
0.977201581,0.022798419,1,0.5,1,1,44814,1080,117961,118327,118378,120618,304465,118643,120619
0.7492023706,0.2507976294,1,0.5,1,1,38800,185,119134,119135,118575,118172,307446,249618,118175
0.9890062809,0.0109937191,1,0.5,1,1,7543,17713,117961,118225,120663,117905,117906,290919,117908
0.9627731442,0.0372268558,1,0.5,1,1,45815,27104,117961,118327,118507,120647,304633,118398,120649
0.9414827228,0.0585172772,1,0.5,1,1,74302,61247,117910,118855,117920,118568,125937,19721,118570
0.9366323948,0.0633676052,1,0.5,1,1,75834,2948,118315,118316,225010,118321,117906,290919,118322
0.9919638634,0.0080361366,1,0.5,1,1,75689,13414,117876,117877,118810,119899,310825,19793,119900
0.986985147,0.013014853,1,0.5,1,1,79299,70260,117961,118225,120535,120647,159051,118398,120649
0.9783177376,0.0216822624,1,0.5,1,1,23320,6071,117961,118413,122007,117905,117906,290919,117908
0.9837760329,0.0162239671,1,0.5,1,0,80230,70056,117961,118225,118403,118777,279443,308574,118779
0.9962848425,0.0037151575,1,0.5,1,1,74735,11987,118006,118007,117884,117885,117886,117887,117888
0.9811146855,0.0188853145,1,0.5,1,1,94189,22504,117961,118300,123055,120344,128788,118424,120346
0.9717378616,0.0282621384,1,0.5,1,1,17308,4837,117961,118300,120026,118054,119601,117887,118055
0.9871457815,0.0128542185,1,0.5,1,1,20364,1728,117961,118327,118507,118890,124964,118398,118892
0.9922010899,0.0077989101,1,0.5,1,1,27714,46254,117961,118327,126310,124886,306399,118643,124888
0.971940577,0.028059423,1,0.5,1,1,80662,57714,118595,118596,118447,307024,311622,118331,118332
0.9934206605,0.0065793395,1,0.5,1,1,6977,60121,121785,121786,142145,118321,156948,290919,118322
0.9923366904,0.0076633096,1,0.5,1,1,23567,1012,117961,118225,119924,117905,240983,290919,117908
0.9960928559,0.0039071441,1,0.5,1,1,80653,7411,117961,118386,118746,118747,130134,118453,118749
0.9982087612,0.0017912388,1,0.5,1,1,42093,120114,118725,118726,119076,118422,159053,118424,118425
0.9843040109,0.0156959891,1,0.5,1,1,75834,3838,117961,118225,119924,117905,240983,290919,117908
0.993442893,0.006557107,1,0.5,1,1,35529,58414,117902,117903,120059,118636,310589,118638,118639
0.9134073257,0.0865926743,1,0.5,1,1,19284,51138,117961,118413,119968,118321,117906,290919,118322
0.9507578611,0.0492421389,1,0.5,1,1,6977,1249,117961,117962,118910,118321,117906,290919,118322
0.9822092056,0.0177907944,1,0.5,1,1,7678,26615,117961,117969,19666,123131,123132,118478,123133
0.4700518847,0.5299481153,0,0.5,1,1,32621,17235,118212,119836,119837,118368,140424,117887,118486
0.983985126,0.016014874,1,0.5,1,1,79092,70260,117961,118225,120535,120647,159051,118398,120649
0.9715662599,0.0284337401,1,0.5,1,1,79092,4642,117961,118225,120551,118321,117906,290919,118322
0.9614698291,0.0385301709,1,0.5,1,1,34924,7610,117961,118327,120383,118321,117906,290919,118322
0.988039434,0.011960566,1,0.5,1,1,1020,1140,118212,118213,118352,118321,117906,290919,118322
0.9917211533,0.0082788467,1,0.5,1,1,74874,56602,118079,118080,117878,117879,291988,19721,117880
0.9931337833,0.0068662167,1,0.5,1,1,391,58458,117926,118266,117884,117885,117913,117887,117888
0.9898356795,0.0101643205,1,0.5,1,1,42085,13822,117961,118300,127849,127850,311360,118424,127851
0.9951576591,0.0048423409,1,0.5,1,1,45104,1274,118887,118888,118889,118863,307233,118398,118865
0.999216795,0.000783205,1,0.5,1,1,3853,75256,120864,120865,119796,126820,294510,118638,126822
0.9560665488,0.0439334512,1,0.5,1,1,36050,70066,91261,118026,118202,118203,190841,118205,118206
0.9752159715,0.0247840285,1,0.5,1,1,73131,21859,117961,118327,118507,118396,158043,118398,118399
0.9954835176,0.0045164824,1,0.5,1,1,27837,21009,117961,118343,149210,120097,174445,270488,120099
0.9987032413,0.0012967587,1,0.5,1,1,73756,52872,126918,126919,119136,118563,192155,270488,118565
0.9934404492,0.0065595508,1,0.5,1,1,32270,17612,117961,118343,119598,120006,310997,118424,120008
0.9842575788,0.0157424212,1,0.5,1,1,32032,49626,117961,118327,129972,118784,121873,290919,118786
0.9967013001,0.0032986999,1,0.5,1,1,14354,80413,118163,118164,117878,117879,117879,19721,117880
0.985257566,0.014742434,1,0.5,1,1,21445,101834,119134,119135,118042,118207,200069,270488,118209
0.9949995279,0.0050004721,1,0.5,1,1,25993,770,117961,118300,120722,118451,142600,118453,118454
0.9954818487,0.0045181513,1,0.5,1,1,38860,13782,117961,118343,118395,118396,300044,118398,118399
0.8596464396,0.1403535604,1,0.5,1,1,52683,56007,117980,118076,117912,117879,117886,19721,117880
0.9941031337,0.0058968663,1,0.5,1,1,32456,16566,117961,118327,120559,120618,304465,118643,120619
0.9901662469,0.0098337531,1,0.5,1,1,73151,7434,117961,118300,118514,119962,168365,118205,119964
0.9633824229,0.0366175771,1,0.5,1,1,87076,5244,117961,118343,119598,118321,240983,290919,118322
0.9826495647,0.0173504353,1,0.5,1,1,19310,20138,5110,117954,117895,117899,117897,19721,117900
0.9900984168,0.0099015832,1,0.5,1,1,28149,49655,117961,118446,122550,118784,117906,290919,118786
0.9968749285,0.0031250715,1,0.5,1,1,79163,8028,117902,117903,124948,120952,130134,118453,120954
0.9802902341,0.0197097659,1,0.5,1,1,33141,56201,91261,118026,118746,118278,118260,290919,118279
0.9983766079,0.0016233921,1,0.5,1,1,78227,196,117961,118413,121639,118451,130134,118453,118454
0.2517918944,0.7482081056,0,0.5,1,0,39330,71387,117961,118386,118522,118784,118785,290919,118786
0.9967318773,0.0032681227,1,0.5,1,1,75834,4344,117961,118343,123454,117905,117906,290919,117908
0.4273946285,0.5726053715,0,0.5,1,0,41992,29134,117961,118300,123719,118321,117906,290919,118322
0.9782388806,0.0217611194,1,0.5,1,1,849,851,117961,117962,122215,118784,117906,290919,118786
0.9986122847,0.0013877153,1,0.5,1,1,35376,8516,117961,118386,118733,169634,198341,118736,169635
0.9703256488,0.0296743512,1,0.5,1,1,95386,5043,117961,118300,118458,118523,129545,118331,118525
0.9524781108,0.0475218892,1,0.5,1,1,31842,31837,117926,117927,119569,179731,117913,117887,117973
0.9667683244,0.0332316756,1,0.5,1,1,98934,15504,117961,118386,123656,117905,117906,290919,117908
0.9659414887,0.0340585113,1,0.5,1,1,45856,58849,117961,118327,118492,118451,125738,118453,118454
0.9809008241,0.0190991759,1,0.5,1,1,42093,23338,117961,118052,122392,118207,174445,270488,118209
0.9642765522,0.0357234478,1,0.5,1,1,80868,17727,118169,118170,118171,118172,118173,249618,118175
0.9578757882,0.0421242118,1,0.5,1,1,28149,5697,117961,118386,118692,118321,117906,290919,118322
0.9601001143,0.0398998857,1,0.5,1,1,23497,6257,117961,118343,120722,117905,117906,290919,117908
0.9955515265,0.0044484735,1,0.5,1,1,37571,6217,117961,118327,118328,123651,121927,118467,123652
0.9966259003,0.0033740997,1,0.5,1,1,31205,3883,117961,118343,119987,118536,132799,308574,118539
0.9978348613,0.0021651387,1,0.5,1,1,42085,5002,117961,118343,119598,118422,300136,118424,118425
0.9951087832,0.0048912168,1,0.5,1,1,15720,7076,117961,118225,119238,119093,139668,119095,119096
0.7928813696,0.2071186304,1,0.5,1,1,34689,210,117961,118386,118746,117905,240983,290919,117908
0.9939064384,0.0060935616,1,0.5,1,1,16801,16573,117961,117969,196823,235351,254394,254395,254396
0.9870815873,0.0129184127,1,0.5,1,1,75834,1116,117961,118343,123454,118321,117906,290919,118322
0.9984099865,0.0015900135,1,0.5,1,1,4675,5511,117961,118386,120361,118321,117906,290919,118322
0.9808539152,0.0191460848,1,0.5,1,1,20293,2103,117926,118124,117920,118568,125937,19721,118570
0.9840260744,0.0159739256,1,0.5,1,1,26820,52007,117961,117962,118910,118054,118368,117887,118055
0.4908232987,0.5091767013,0,0.5,1,0,29119,5899,117961,118327,120318,118321,117906,290919,118322
0.9565201402,0.0434798598,1,0.5,1,1,75834,3313,118752,119070,118042,117946,129174,292795,117948
0.9905878305,0.0094121695,1,0.5,1,1,38392,4121,118003,118004,117878,117885,118157,117887,117888
0.9431076646,0.0568923354,1,0.5,1,1,25993,50596,117926,118124,117941,117879,117886,19721,117880
0.9936656356,0.0063343644,1,0.5,1,1,75628,23303,117961,118327,122070,121915,185973,121916,121917
0.9842352867,0.0157647133,1,0.5,1,1,23730,16973,117961,118300,124942,118321,117906,290919,118322
0.977402389,0.022597611,1,0.5,1,1,25274,53081,117961,118343,119598,119433,133686,118424,119435
